Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
2821,26.0,female,Backpack,Accessories,89.0,  Vermont,L,Yellow,Summer,3.9,No,Free Shipping,No,No,5.0,Cash,Bi-Weekly
2822,35.0,female,Shoes,Foot-wear,72.0,Georgia,L,Olive,Summer,4.5,No,Standard,No,No,37.0,Venmo,Monthly
2823,,Female,Skirt,clothin,37.0,New Jersey,S,Brown,Fall,4.1,No,Standard,No,No,33.0,pay pal,Quarterly
2824,26.0,Female,Dress,clothin,,Utah,M,Olive,Summer,4.5,No,Standard,No,No,47.0,Debit Card,Bi-Weekly
2825,39.0,Female,Hat,Accessories,90.0,Utah,M,Purple,Fall,4.0,No,Free Shipping,No,No,49.0,Debit Card,Quarterly
2826,69.0,Female,Handbag,,62.0,North Carolina,M,Yellow,Winter,4.3,No,2-Day Shipping,No,No,28.0,Bank Transfer,Annually
2827,32.0,Female,Handbag,Accessories,43.0,Florida,L,Brown,Fall,3.6,No,Express,No,No,23.0,Venmo,Annually
2828,20.0,Female,Blouse,clothin,96.0,Wisconsin,M,Magenta,Fall,3.1,No,Next Day Air,No,No,11.0,Bank Transfer,Bi-Weekly
2829,25.0,Female,Scarf,Accessories,83.0,  Tennessee,L,Lavender,Fall,2.6,No,Standard,No,No,33.0,pay pal,Quarterly
2830,56.0,Female,Jewelry,Accessories,67.0,Arizona,XL,Teal,Fall,3.4,No,Next Day Air,No,No,,Cash,Weekly
2831,63.0,F,Skirt,clothin,90.0,Oregon,L,Cyan,Spring,2.9,No,Store Pickup,No,No,13.0,Venmo,Every 3 Months
2832,34.0,female,Hoodie,clothin,53.0,Virginia,L,Pink,Winter,5.0,No,Express,No,No,4.0,CC,Weekly
2833,29.0,female,Scarf,Accessories,37.0,Maryland,M,Magenta,Summer,4.6,No,Standard,No,No,40.0,pay pal,Quarterly
2834,43.0,Female,Jeans,clothin,56.0,Arkansas,M,Teal,Fall,3.3,No,Free Shipping,No,No,19.0,Cash,Monthly
2835,39.0,female,Jacket,Outerwear,43.0,Texas,M,Indigo,Fall,2.9,No,2-Day Shipping,No,No,17.0,CC,Weekly
2836,33.0,Female,T-shirt,clothin,84.0,Vermont,S,Pink,Winter,4.9,No,Free Shipping,No,No,7.0,Venmo,Annually
2837,51.0,Female,Pants,clothin,50.0,Wyoming,M,Charcoal,Winter,5.0,No,2-Day Shipping,No,No,21.0,Cash,Bi-Weekly
2838,65.0,,Shoes,Foot-wear,88.0,Alabama,M,Brown,Summer,4.5,No,Express,No,No,44.0,pay pal,Weekly
2839,51.0,Female,Jacket,Outerwear,50.0,Maine,M,Blue,Fall,3.7,No,Free Shipping,No,No,2.0,Bank Transfer,Weekly
2840,70.0,Female,Scarf,Accessories,80.0,South Dakota,L,Teal,Summer,2.8,No,Store Pickup,No,No,30.0,Bank Transfer,Monthly
2841,40.0,Female,T-shirt,clothin,47.0,West Virginia,L,Pink,Spring,3.5,No,Store Pickup,No,No,41.0,Cash,Annually
2842,19.0,Female,Dress,clothin,33.0,Ohio,XL,Magenta,Winter,3.0,No,2-Day Shipping,No,No,31.0,Cash,Weekly
2843,28.0,female,Coat,Outerwear,100.0,Arizona,L,Green,Fall,4.3,No,Standard,No,No,48.0,Debit Card,Quarterly
2844,51.0,Female,Sweater,clothin,26.0,Ohio,M,White,Summer,3.6,No,Store Pickup,No,No,41.0,Venmo,Weekly
2845,32.0,female,Hat,Accessories,79.0,New Mexico,M,Indigo,Summer,4.4,No,Standard,No,No,42.0,Venmo,Annually
2846,26.0,Female,Backpack,Accessories,77.0,South Dakota,L,Lavender,Summer,4.1,No,Express,No,No,39.0,Debit Card,Every 3 Months
2847,50.0,Female,Socks,,36.0,Oklahoma,XL,Black,Fall,2.8,No,Next Day Air,No,No,15.0,pay pal,Bi-Weekly
2848,68.0,Female,Jewelry,Accessories,21.0,Connecticut,L,Charcoal,Winter,2.8,No,Free Shipping,No,No,3.0,pay pal,Every 3 Months
2849,33.0,female,Boots,Foot-wear,72.0,Wisconsin,L,Gray,Fall,4.9,No,Store Pickup,No,No,28.0,Bank Transfer,Quarterly
2850,56.0,female,Coat,Outerwear,25.0,New Hampshire,M,Gold,Spring,4.1,No,Express,No,No,27.0,pay pal,Bi-Weekly
2851,57.0,Female,Sweater,clothin,79.0,Nebraska,M,Silver,Spring,3.0,No,Store Pickup,No,No,36.0,Debit Card,Annually
2852,58.0,Female,Blouse,clothin,73.0,Nevada,L,Teal,Summer,3.0,No,Store Pickup,No,No,42.0,Debit Card,Monthly
2853,40.0,Female,Belt,Accessories,71.0,New York,M,Magenta,Spring,3.0,No,Store Pickup,No,No,30.0,Venmo,Weekly
2854,37.0,Female,Hat,Accessories,48.0,Pennsylvania,M,Magenta,Winter,3.2,No,Next Day Air,No,No,9.0,pay pal,Weekly
2855,36.0,,Sandals,Foot-wear,28.0,Delaware,M,Beige,Fall,2.7,No,Store Pickup,No,No,,Venmo,Monthly
2856,29.0,Female,Boots,Foot-wear,95.0,,S,Maroon,Winter,3.8,No,2-Day Shipping,No,No,33.0,pay pal,Quarterly
2857,65.0,Female,Jacket,Outerwear,48.0,Iowa,M,Indigo,Winter,3.5,No,2-Day Shipping,No,No,31.0,CC,Monthly
2858,44.0,female,Dress,clothin,93.0,Utah,S,Maroon,Spring,3.8,No,Next Day Air,No,No,35.0,Debit Card,Monthly
2859,34.0,Female,Jeans,clothin,,Maryland,L,Teal,Summer,3.8,No,2-Day Shipping,No,No,,Bank Transfer,Monthly
2860,31.0,Female,Shorts,clothin,32.0,Utah,L,Yellow,Fall,3.4,No,Express,No,No,29.0,Bank Transfer,Annually
2861,28.0,Female,Shirt,clothin,38.0,Rhode Island,M,Gold,Spring,2.9,No,Next Day Air,No,No,49.0,Bank Transfer,Weekly
2862,66.0,Female,Coat,Outerwear,54.0,Maryland,M,Teal,Fall,3.4,No,Free Shipping,No,No,27.0,CC,Monthly
2863,68.0,F,Coat,Outerwear,75.0,,S,Violet,Summer,4.7,No,Store Pickup,No,No,5.0,Bank Transfer,Every 3 Months
2864,37.0,Female,T-shirt,clothin,56.0,Connecticut,M,Yellow,Fall,3.9,No,2-Day Shipping,No,No,18.0,Venmo,Monthly
2865,58.0,female,Sweater,clothin,43.0,Illinois,S,Maroon,Fall,3.6,No,Store Pickup,No,No,31.0,Venmo,Weekly
2866,,Female,Skirt,clothin,97.0,California,M,Silver,Fall,3.7,No,Free Shipping,No,No,27.0,Cash,Fortnightly
2867,54.0,Female,Blouse,clothin,75.0,Connecticut,S,Violet,Summer,3.1,No,Free Shipping,No,No,19.0,Cash,Annually
2868,21.0,Female,Sneakers,,55.0,Colorado,L,White,Summer,4.9,No,Next Day Air,No,No,33.0,Cash,Fortnightly
2869,45.0,female,Backpack,Accessories,49.0,Colorado,M,Black,Winter,2.6,No,Next Day Air,No,No,,pay pal,Every 3 Months
2870,57.0,female,Socks,clothin,58.0,  Georgia,M,White,Summer,4.2,No,Standard,No,No,16.0,Bank Transfer,Weekly
2871,47.0,Female,Jewelry,Accessories,34.0,  North Dakota,M,Blue,Winter,4.8,No,Free Shipping,No,No,49.0,Debit Card,Every 3 Months
2872,46.0,Female,Shorts,clothin,43.0,  Idaho,S,Black,Summer,2.7,No,2-Day Shipping,No,No,40.0,Venmo,Bi-Weekly
2873,63.0,Female,Jewelry,Accessories,48.0,  Connecticut,L,Olive,Fall,2.6,No,Next Day Air,No,No,5.0,Cash,Annually
2874,44.0,F,Sweater,clothin,40.0,Montana,M,Teal,Spring,2.6,No,Free Shipping,No,No,8.0,Bank Transfer,Monthly
2875,36.0,Female,Shirt,clothin,29.0,Colorado,L,Silver,Summer,3.1,No,Standard,No,No,2.0,Debit Card,Annually
2876,24.0,female,Pants,clothin,81.0,Kentucky,M,Pink,Fall,2.6,No,Free Shipping,No,No,14.0,Debit Card,Weekly
2877,65.0,Female,Hoodie,clothin,84.0,New Mexico,M,Charcoal,Spring,3.4,No,2-Day Shipping,No,No,5.0,Bank Transfer,Fortnightly
2878,32.0,F,Socks,clothin,46.0,New Jersey,M,Silver,Summer,3.6,No,Standard,No,No,34.0,Venmo,Monthly
2879,63.0,Female,Dress,clothin,,,L,Turquoise,Summer,4.3,No,Next Day Air,No,No,13.0,Bank Transfer,Annually
2880,62.0,Female,Blouse,clothin,57.0,North Dakota,XL,Turquoise,Winter,4.9,No,Free Shipping,No,No,31.0,Venmo,Annually
2881,19.0,female,Skirt,,61.0,Florida,L,Beige,Winter,4.8,No,Store Pickup,No,No,43.0,pay pal,Quarterly
2882,38.0,Female,Backpack,Accessories,90.0,,M,Cyan,Winter,4.2,No,Free Shipping,No,No,6.0,Bank Transfer,Annually
2883,59.0,Female,Blouse,clothin,51.0,Oklahoma,L,Gold,Winter,2.6,No,Store Pickup,No,No,23.0,CC,Bi-Weekly
2884,22.0,Female,Socks,clothin,48.0,Rhode Island,XL,Silver,Spring,3.2,No,Standard,No,No,10.0,pay pal,Weekly
2885,55.0,Female,Boots,Foot-wear,50.0,Arkansas,M,Purple,Summer,3.4,No,2-Day Shipping,No,No,47.0,CC,Every 3 Months
2886,29.0,female,Backpack,Accessories,82.0,Nevada,M,Yellow,Summer,3.5,No,Next Day Air,No,No,14.0,CC,Bi-Weekly
2887,42.0,Female,Hat,Accessories,33.0,Utah,L,Blue,Spring,4.2,No,Free Shipping,No,No,29.0,pay pal,Weekly
2888,23.0,Female,Sandals,Foot-wear,28.0,,L,Blue,Winter,2.8,No,Express,No,No,,Cash,Bi-Weekly
2889,70.0,F,Hoodie,clothin,42.0,Wisconsin,L,Green,Spring,5.0,No,2-Day Shipping,No,No,25.0,Debit Card,Quarterly
2890,64.0,Female,Sunglasses,Accessories,43.0,  Minnesota,M,Charcoal,Fall,3.3,No,Store Pickup,No,No,21.0,Venmo,Annually
2891,39.0,Female,Jeans,clothin,55.0,North Dakota,M,Violet,Winter,3.7,No,Free Shipping,No,No,23.0,CC,Monthly
2892,47.0,Female,T-shirt,clothin,73.0,Ohio,XL,Black,Winter,2.5,No,Free Shipping,No,No,10.0,pay pal,Monthly
2893,22.0,Female,Dress,clothin,39.0,,M,Teal,Spring,3.2,No,Standard,No,No,47.0,CC,Monthly
2894,69.0,Female,Belt,Accessories,20.0,Kentucky,S,Orange,Spring,3.1,No,Free Shipping,No,No,44.0,Debit Card,Every 3 Months
2895,35.0,Female,Jewelry,Accessories,32.0,  Kentucky,S,Brown,Spring,3.5,No,Standard,No,No,41.0,Venmo,Annually
2896,56.0,,Hoodie,clothin,86.0,Montana,L,Green,Summer,4.6,No,Standard,No,No,29.0,Bank Transfer,Monthly
2897,30.0,Female,Blouse,,91.0,Delaware,M,Silver,Summer,3.3,No,Free Shipping,No,No,2.0,Venmo,Every 3 Months
2898,43.0,Female,Jacket,Outerwear,59.0,Montana,L,Violet,Fall,2.5,No,Free Shipping,No,No,2.0,Cash,Fortnightly
2899,,Female,Sneakers,Foot-wear,33.0,New Jersey,XL,Peach,Summer,4.6,No,Express,No,No,29.0,CC,Annually
2900,50.0,Female,Boots,Foot-wear,64.0,  Nebraska,M,Gold,Spring,4.2,No,2-Day Shipping,No,No,22.0,Bank Transfer,Fortnightly
2901,41.0,Female,Blouse,clothin,67.0,Maryland,XL,Violet,Winter,4.0,No,Standard,No,No,23.0,Cash,Bi-Weekly
2902,41.0,Female,Blouse,,43.0,Alabama,L,Olive,Winter,2.6,No,Free Shipping,No,No,46.0,CC,Quarterly
2903,27.0,female,Boots,Foot-wear,32.0,  North Carolina,S,Orange,Spring,4.6,No,Standard,No,No,19.0,pay pal,Bi-Weekly
2904,38.0,Female,Scarf,Accessories,39.0,Delaware,S,Teal,Spring,3.5,No,2-Day Shipping,No,No,24.0,CC,Every 3 Months
2905,41.0,Female,Sandals,Foot-wear,41.0,  Iowa,M,Gray,Spring,4.0,No,2-Day Shipping,No,No,43.0,Venmo,Monthly
2906,58.0,Female,Sunglasses,Accessories,53.0,  New York,L,Black,Winter,4.8,No,Standard,No,No,14.0,Debit Card,Fortnightly
2907,58.0,Female,Coat,Outerwear,27.0,Virginia,M,Indigo,Spring,3.9,No,Standard,No,No,7.0,Venmo,Annually
2908,19.0,female,Sunglasses,Accessories,82.0,Maryland,XL,Lavender,Summer,3.7,No,Next Day Air,No,No,50.0,pay pal,Bi-Weekly
2909,43.0,Female,Blouse,,87.0,Texas,M,Beige,Winter,3.1,No,Store Pickup,No,No,15.0,Debit Card,Every 3 Months
2910,27.0,Female,Backpack,Accessories,78.0,Louisiana,M,Indigo,Winter,3.0,No,Next Day Air,No,No,,CC,Every 3 Months
2911,32.0,,Belt,Accessories,32.0,Mississippi,M,Blue,Summer,2.9,No,Store Pickup,No,No,41.0,CC,Monthly
2912,28.0,Female,Socks,clothin,38.0,Ohio,XL,Orange,Fall,2.9,No,Next Day Air,No,No,34.0,Venmo,Quarterly
2913,48.0,Female,Shoes,Foot-wear,37.0,,M,Yellow,Winter,4.0,No,Standard,No,No,27.0,Cash,Bi-Weekly
2914,43.0,female,Coat,Outerwear,83.0,  Wyoming,L,Cyan,Winter,3.5,No,Express,No,No,12.0,Cash,Every 3 Months
2915,45.0,,Sweater,clothin,72.0,Pennsylvania,M,Yellow,Fall,3.8,No,Express,No,No,1.0,Debit Card,Bi-Weekly
2916,26.0,Female,Shirt,clothin,30.0,Oregon,M,Cyan,Fall,4.5,No,Express,No,No,39.0,Debit Card,Bi-Weekly
2917,62.0,Female,Shorts,clothin,66.0,Oklahoma,M,Green,Winter,2.7,No,Express,No,No,13.0,CC,Bi-Weekly
2918,58.0,,Shirt,clothin,45.0,Colorado,XL,White,Winter,2.9,No,Store Pickup,No,No,50.0,Venmo,Annually
2919,19.0,Female,Sunglasses,Accessories,73.0,New York,S,Black,Fall,4.9,No,Free Shipping,No,No,36.0,Cash,Weekly
2920,64.0,Female,Shoes,,67.0,Minnesota,L,Charcoal,Winter,3.8,No,Standard,No,No,31.0,Debit Card,Monthly
2921,33.0,,Sunglasses,Accessories,72.0,  Texas,XL,Brown,Spring,4.9,No,Free Shipping,No,No,3.0,Debit Card,Bi-Weekly
2922,20.0,female,Handbag,Accessories,24.0,Wisconsin,M,Cyan,Fall,4.6,No,Standard,No,No,11.0,Cash,Fortnightly
2923,45.0,Female,Sunglasses,Accessories,68.0,Kentucky,L,Beige,Winter,3.5,No,Express,No,No,16.0,pay pal,Quarterly
2924,28.0,Female,Shirt,clothin,70.0,Pennsylvania,M,Magenta,Spring,4.2,No,2-Day Shipping,No,No,12.0,Cash,Quarterly
2925,47.0,Female,Shirt,clothin,64.0,Rhode Island,L,Indigo,Winter,3.7,No,Free Shipping,No,No,37.0,Debit Card,Every 3 Months
2926,54.0,Female,Sweater,clothin,-99.0,Illinois,M,Maroon,Spring,2.8,No,Store Pickup,No,No,43.0,CC,Every 3 Months
2927,64.0,Female,Handbag,Accessories,82.0,Maryland,M,Gray,Winter,4.8,No,2-Day Shipping,No,No,9.0,Cash,Weekly
2928,45.0,female,Shirt,clothin,24.0,Missouri,M,Black,Summer,2.7,No,Express,No,No,15.0,Venmo,Bi-Weekly
2929,40.0,female,Jewelry,Accessories,80.0,Alabama,L,Yellow,Spring,3.6,No,Store Pickup,No,No,,CC,Weekly
2930,31.0,female,Socks,clothin,53.0,Maine,XL,White,Winter,4.5,No,Next Day Air,No,No,42.0,Venmo,Fortnightly
2931,38.0,Female,T-shirt,clothin,50.0,Mississippi,M,Orange,Spring,4.0,No,Free Shipping,No,No,14.0,Venmo,Monthly
2932,36.0,Female,Jewelry,Accessories,31.0,Alabama,M,Magenta,Fall,4.5,No,2-Day Shipping,No,No,49.0,CC,Bi-Weekly
2933,65.0,Female,Backpack,Accessories,88.0,Alaska,L,Black,Spring,3.9,No,Express,No,No,3.0,pay pal,Quarterly
2934,27.0,Female,Hat,Accessories,52.0,Illinois,M,Brown,Summer,3.8,No,Standard,No,No,28.0,Venmo,Monthly
2935,38.0,Female,Gloves,Accessories,22.0,Idaho,M,Orange,Fall,4.7,No,Next Day Air,No,No,41.0,Bank Transfer,Quarterly
2936,58.0,Female,Sneakers,Foot-wear,27.0,North Carolina,XL,Gray,Spring,4.6,No,Standard,No,No,11.0,Venmo,Weekly
2937,31.0,Female,Skirt,clothin,34.0,,M,White,Spring,3.6,No,Express,No,No,46.0,pay pal,Weekly
2938,28.0,Female,Handbag,Accessories,39.0,West Virginia,M,White,Spring,4.3,No,2-Day Shipping,No,No,15.0,CC,Weekly
2939,28.0,Female,Sunglasses,Accessories,53.0,  Maine,M,Violet,Fall,3.0,No,Standard,No,No,,Cash,Monthly
2940,32.0,Female,Sweater,clothin,46.0,Kentucky,M,Beige,Winter,4.3,No,Express,No,No,34.0,Venmo,Weekly
2941,61.0,Female,Handbag,Accessories,85.0,Massachusetts,L,Beige,Summer,4.8,No,Next Day Air,No,No,13.0,Cash,Monthly
2942,38.0,Female,Skirt,clothin,86.0,Pennsylvania,L,Purple,Spring,3.7,No,Free Shipping,No,No,27.0,pay pal,Monthly
2943,54.0,F,Socks,clothin,63.0,Hawaii,M,Brown,Summer,2.6,No,Free Shipping,No,No,37.0,Bank Transfer,Weekly
2944,,Female,Shirt,clothin,44.0,Virginia,M,Orange,Spring,3.4,No,Standard,No,No,37.0,CC,Monthly
2945,50.0,F,Sneakers,Foot-wear,95.0,  New York,XL,Cyan,Summer,3.9,No,Free Shipping,No,No,4.0,Venmo,Every 3 Months
2946,32.0,Female,Belt,Accessories,49.0,Delaware,M,Charcoal,Summer,4.8,No,Free Shipping,No,No,1.0,CC,Every 3 Months
2947,38.0,,Pants,clothin,77.0,Hawaii,L,Purple,Spring,2.8,No,Free Shipping,No,No,29.0,Bank Transfer,Quarterly
2948,52.0,Female,Jewelry,Accessories,63.0,Nebraska,L,Peach,Spring,4.4,No,Standard,No,No,50.0,Venmo,Annually
2949,61.0,Female,Pants,clothin,,Vermont,M,Violet,Winter,3.1,No,Standard,No,No,38.0,Debit Card,Bi-Weekly
2950,25.0,Female,Jewelry,Accessories,93.0,Iowa,M,Peach,Spring,3.8,No,Store Pickup,No,No,15.0,pay pal,Annually
2951,22.0,Female,Jeans,clothin,91.0,Iowa,S,Maroon,Winter,4.1,No,2-Day Shipping,No,No,44.0,Debit Card,Every 3 Months
2952,47.0,Female,Scarf,Accessories,99.0,Arkansas,L,Maroon,Fall,4.6,No,Free Shipping,No,No,14.0,Cash,Weekly
2953,50.0,female,Belt,Accessories,24.0,Alabama,M,Peach,Spring,4.9,No,Next Day Air,No,No,,Debit Card,Monthly
2954,45.0,Female,Dress,clothin,82.0,Maryland,M,Silver,Summer,4.8,No,Next Day Air,No,No,11.0,CC,Annually
2955,33.0,Female,T-shirt,clothin,28.0,  South Dakota,M,Indigo,Winter,3.9,No,Express,No,No,15.0,CC,Annually
2956,42.0,Female,Boots,,67.0,Vermont,M,Silver,Winter,2.6,No,Free Shipping,No,No,46.0,CC,Annually
2957,52.0,F,Dress,,88.0,Montana,M,Olive,Fall,3.7,No,Standard,No,No,30.0,Venmo,Monthly
2958,69.0,Female,Jewelry,Accessories,70.0,South Dakota,S,Gray,Fall,4.7,No,Standard,No,No,,Cash,Annually
2959,55.0,Female,Skirt,clothin,100.0,Ohio,M,Black,Summer,4.5,No,Standard,No,No,28.0,pay pal,Monthly
2960,38.0,Female,Handbag,,28.0,Texas,L,Maroon,Summer,4.7,No,Free Shipping,No,No,9.0,pay pal,Quarterly
2961,57.0,Female,Coat,Outerwear,48.0,Indiana,S,Olive,Spring,3.6,No,Standard,No,No,,CC,Weekly
2962,33.0,Female,Hoodie,clothin,43.0,  New Hampshire,S,Gold,Fall,2.8,No,Free Shipping,No,No,21.0,Debit Card,Bi-Weekly
2963,57.0,female,Pants,clothin,40.0,California,L,Pink,Fall,4.0,No,Express,No,No,42.0,CC,Every 3 Months
2964,52.0,,Boots,Foot-wear,97.0,Maine,M,Brown,Spring,3.6,No,Free Shipping,No,No,28.0,CC,Weekly
2965,44.0,F,Coat,Outerwear,25.0,Ohio,S,White,Fall,3.8,No,2-Day Shipping,No,No,13.0,Venmo,Fortnightly
2966,48.0,Female,Scarf,Accessories,45.0,Delaware,M,Blue,Summer,4.4,No,Standard,No,No,25.0,pay pal,Fortnightly
2967,52.0,Female,Boots,Foot-wear,49.0,Oklahoma,L,Orange,Fall,2.8,No,Store Pickup,No,No,38.0,Debit Card,Every 3 Months
2968,34.0,Female,Sneakers,Foot-wear,36.0,Indiana,L,Silver,Summer,3.4,No,Free Shipping,No,No,40.0,Venmo,Annually
2969,26.0,female,Sweater,clothin,48.0,South Carolina,S,Gray,Fall,4.9,No,Express,No,No,25.0,Cash,Every 3 Months
2970,36.0,female,Belt,Accessories,62.0,Vermont,S,Blue,Fall,4.3,No,Next Day Air,No,No,20.0,Cash,Every 3 Months
2971,24.0,female,Jewelry,Accessories,74.0,  Kansas,M,White,Winter,3.4,No,Free Shipping,No,No,,CC,Bi-Weekly
2972,30.0,Female,Handbag,Accessories,100.0,Utah,L,Yellow,Fall,3.9,No,Next Day Air,No,No,9.0,pay pal,Every 3 Months
2973,31.0,Female,Jacket,Outerwear,39.0,New York,S,Indigo,Fall,4.2,No,Free Shipping,No,No,11.0,Venmo,Every 3 Months
2974,25.0,Female,Boots,Foot-wear,65.0,  Indiana,M,Blue,Summer,2.7,No,Store Pickup,No,No,3.0,Bank Transfer,Fortnightly
2975,57.0,Female,Sneakers,Foot-wear,99.0,Tennessee,XL,Peach,Summer,4.1,No,Store Pickup,No,No,34.0,CC,Weekly
2976,61.0,Female,Scarf,Accessories,68.0,Georgia,XL,Lavender,Winter,4.5,No,2-Day Shipping,No,No,48.0,Cash,Every 3 Months
2977,30.0,Female,Coat,Outerwear,97.0,Nebraska,M,Silver,Summer,2.8,No,Express,No,No,28.0,Cash,Fortnightly
2978,38.0,Female,Shorts,clothin,47.0,  Washington,L,Gold,Winter,3.4,No,Standard,No,No,20.0,Venmo,Annually
2979,53.0,Female,Shorts,clothin,56.0,Idaho,S,Cyan,Spring,3.9,No,Free Shipping,No,No,49.0,Bank Transfer,Fortnightly
2980,31.0,female,Jeans,clothin,91.0,Louisiana,L,Olive,Fall,2.6,No,Next Day Air,No,No,14.0,pay pal,Weekly
2981,70.0,,Gloves,Accessories,93.0,New Jersey,L,Teal,Fall,4.4,No,2-Day Shipping,No,No,9.0,Bank Transfer,Monthly
2982,21.0,Female,Pants,clothin,,,L,Pink,Winter,4.9,No,Standard,No,No,37.0,Venmo,Annually
2983,33.0,Female,Dress,clothin,45.0,  Wisconsin,M,Orange,Summer,3.6,No,Store Pickup,No,No,4.0,CC,Weekly
2984,60.0,female,Pants,clothin,,West Virginia,M,Charcoal,Winter,2.8,No,2-Day Shipping,No,No,1.0,CC,Quarterly
2985,45.0,F,Gloves,Accessories,32.0,Texas,L,Red,Spring,4.3,No,2-Day Shipping,No,No,36.0,Debit Card,Bi-Weekly
2986,46.0,Female,Belt,Accessories,36.0,Hawaii,S,Teal,Summer,3.0,No,Express,No,No,21.0,Cash,Bi-Weekly
2987,62.0,Female,Belt,Accessories,,Arizona,S,Silver,Summer,3.3,No,2-Day Shipping,No,No,16.0,CC,Monthly
2988,,Female,Skirt,clothin,36.0,Louisiana,L,Black,Winter,2.5,No,Store Pickup,No,No,42.0,Cash,Monthly
2989,,Female,Socks,clothin,55.0,,S,Pink,Spring,5.0,No,2-Day Shipping,No,No,31.0,Debit Card,Monthly
2990,46.0,,Belt,Accessories,20.0,Rhode Island,XL,Teal,Summer,4.3,No,2-Day Shipping,No,No,6.0,CC,Weekly
2991,69.0,Female,Shirt,clothin,91.0,Illinois,M,Teal,Fall,4.2,No,Free Shipping,No,No,24.0,Venmo,Monthly
2992,66.0,Female,Dress,clothin,71.0,Utah,L,Green,Summer,3.9,No,Standard,No,No,7.0,pay pal,Bi-Weekly
2993,41.0,Female,Socks,clothin,64.0,North Dakota,M,Charcoal,Spring,3.9,No,Store Pickup,No,No,25.0,Venmo,Weekly
2994,32.0,Female,Jacket,Outerwear,21.0,  Kansas,L,Indigo,Spring,4.2,No,Free Shipping,No,No,,Cash,Bi-Weekly
2995,69.0,Female,Sweater,clothin,100.0,Nevada,S,White,Winter,3.5,No,Store Pickup,No,No,14.0,Bank Transfer,Quarterly
2996,29.0,Female,Jeans,clothin,96.0,Virginia,M,Orange,Summer,2.5,No,Standard,No,No,42.0,Debit Card,Bi-Weekly
2997,70.0,Female,Jewelry,Accessories,91.0,Utah,M,White,Spring,2.9,No,Express,No,No,6.0,Venmo,Every 3 Months
2998,41.0,female,Sweater,clothin,40.0,  Idaho,S,Yellow,Spring,2.7,No,Next Day Air,No,No,14.0,Venmo,Every 3 Months
2999,31.0,Female,Hoodie,clothin,53.0,Alaska,M,Red,Summer,4.7,No,Express,No,No,30.0,Debit Card,Quarterly
3000,31.0,Female,Sunglasses,Accessories,48.0,,S,Charcoal,Winter,3.8,No,Standard,No,No,10.0,Cash,Monthly
3001,57.0,,Sandals,Foot-wear,70.0,Ohio,M,Lavender,Winter,3.7,No,Express,No,No,7.0,pay pal,Weekly
3002,29.0,Female,Coat,Outerwear,29.0,Montana,L,Charcoal,Summer,4.7,No,Express,No,No,28.0,CC,Quarterly
3003,70.0,Female,Belt,Accessories,29.0,Louisiana,M,Maroon,Fall,3.6,No,Next Day Air,No,No,19.0,Bank Transfer,Quarterly
3004,51.0,female,Blouse,clothin,53.0,  Oregon,M,Brown,Fall,2.8,No,Express,No,No,13.0,CC,Every 3 Months
3005,45.0,female,Skirt,clothin,79.0,Arizona,M,Lavender,Winter,3.7,No,Store Pickup,No,No,23.0,Venmo,Fortnightly
3006,18.0,F,Shorts,clothin,65.0,Alaska,XL,Brown,Spring,3.5,No,Express,No,No,5.0,Venmo,Weekly
3007,37.0,female,Dress,clothin,99.0,Utah,M,Olive,Summer,3.7,No,Store Pickup,No,No,17.0,Venmo,Bi-Weekly
3008,23.0,female,Sunglasses,Accessories,60.0,,L,Lavender,Winter,3.0,No,Next Day Air,No,No,31.0,Venmo,Weekly
3009,39.0,female,Shoes,Foot-wear,86.0,  New Mexico,M,Gold,Winter,4.9,No,Free Shipping,No,No,19.0,pay pal,Weekly
3010,62.0,Female,Belt,Accessories,73.0,Louisiana,M,Silver,Winter,4.6,No,Free Shipping,No,No,8.0,Venmo,Fortnightly
3011,70.0,F,Belt,Accessories,45.0,Ohio,M,Violet,Winter,3.3,No,Free Shipping,No,No,15.0,CC,Annually
3012,20.0,Female,Belt,Accessories,70.0,Nevada,S,Brown,Summer,3.0,No,Next Day Air,No,No,18.0,CC,Every 3 Months
3013,42.0,female,Belt,Accessories,65.0,  Idaho,M,Teal,Fall,3.5,No,Standard,No,No,16.0,pay pal,Annually
3014,41.0,Female,Skirt,clothin,55.0,Arizona,L,Peach,Summer,4.2,No,Store Pickup,No,No,13.0,Cash,Monthly
3015,24.0,Female,T-shirt,clothin,65.0,Utah,M,Maroon,Spring,4.5,No,Express,No,No,38.0,pay pal,Every 3 Months
3016,37.0,Female,Scarf,Accessories,21.0,Wyoming,XL,Lavender,Spring,2.8,No,Express,No,No,,Bank Transfer,Bi-Weekly
3017,30.0,Female,Blouse,clothin,26.0,Indiana,L,Lavender,Summer,4.9,No,Store Pickup,No,No,31.0,Bank Transfer,Quarterly
3018,58.0,Female,Sunglasses,Accessories,71.0,,S,Purple,Summer,3.3,No,Next Day Air,No,No,24.0,Cash,Bi-Weekly
3019,43.0,female,Boots,Foot-wear,41.0,Texas,M,Green,Summer,3.0,No,Free Shipping,No,No,21.0,Debit Card,Bi-Weekly
